Mustafa Zaidi,"āñdhī chalī to naqsh-e-kaf-e-pā nahīñ milā dil jis se mil gayā vo dobārā nahīñ milā 
ham anjuman meñ sab kī taraf dekhte rahe apnī tarah se koī akelā nahīñ milā 
āvāz ko to kaun samajhtā ki duur duur ḳhāmoshiyoñ kā dard-shanāsā nahīñ milā 
qadmoñ ko shauq-e-ābla-pā.e to mil gayā lekin ba-zarf-e-vus.at-e-sahrā nahīñ milā 
kan.āñ meñ bhī nasīb huī ḳhud-darīdgī chāk-e-qabā ko dast-e-zuleḳhā nahīñ milā 
mehr o vafā ke dasht-navardo javāb do tum ko bhī vo ġhazāl milā yā nahīñ milā 
kachche ghaḌe ne jiit lī naddī chaḌhī huī mazbūt kashtiyoñ ko kinārā nahīñ milā 
aandhi chali to naqsh-e-kaf-e-pa nahin mila dil jis se mil gaya wo dobara nahin mila 
hum anjuman mein sab ki taraf dekhte rahe apni tarah se koi akela nahin mila 
aawaz ko to kaun samajhta ki dur dur KHamoshiyon ka dard-shanasa nahin mila 
qadmon ko shauq-e-abla-pae to mil gaya lekin ba-zarf-e-wusat-e-sahra nahin mila 
kanan mein bhi nasib hui KHud-daridgi chaak-e-qaba ko dast-e-zuleKHa nahin mila 
mehr o wafa ke dasht-nawardo jawab do tum ko bhi wo ghazal mila ya nahin mila 
kachche ghaDe ne jit li naddi chaDhi hui mazbut kashtiyon ko kinara nahin mila "
Ibn e Insha,"apne hamrāh jo aate ho idhar se pahle dasht paḌtā hai miyāñ ishq meñ ghar se pahle 
chal diye uTh ke sū-e-shahr-e-vafā kū-e-habīb pūchh lenā thā kisī ḳhāk-basar se pahle 
ishq pahle bhī kiyā hijr kā ġham bhī dekhā itne taḌpe haiñ na ghabrā.e na tarse pahle 
jī bahaltā hī nahīñ ab koī saa.at koī pal raat Dhaltī hī nahīñ chaar pahar se pahle 
ham kisī dar pe na ThiTke na kahīñ dastak dī saikḌoñ dar the mirī jaañ tire dar se pahle 
chāñd se aañkh milī jī kā ujālā jaagā ham ko sau baar huī sub.h sahar se pahle 
apne hamrah jo aate ho idhar se pahle dasht paDta hai miyan ishq mein ghar se pahle 
chal diye uTh ke su-e-shahr-e-wafa ku-e-habib puchh lena tha kisi KHak-basar se pahle 
ishq pahle bhi kiya hijr ka gham bhi dekha itne taDpe hain na ghabrae na tarse pahle 
ji bahalta hi nahin ab koi saat koi pal raat Dhalti hi nahin chaar pahar se pahle 
hum kisi dar pe na ThiTke na kahin dastak di saikDon dar the meri jaan tere dar se pahle 
chand se aankh mili ji ka ujala jaga hum ko sau bar hui subh sahar se pahle "
Ibn e Insha,"ai dil vaalo ghar se niklo detā dāvat-e-ām hai chāñd shahroñ shahroñ qariyoñ qariyoñ vahshat kā paiġhām hai chāñd 
tū bhī hare darīche vaalī aa jā bar-sar-e-bām hai chāñd har koī jag meñ ḳhud sā DhūñDe tujh bin base ārām hai chāñd 
sakhiyoñ se kab sakhiyāñ apne jī ke bhed chhupātī haiñ ham se nahīñ to us se kah de kartā kahāñ kalām hai chāñd 
jis jis se use rabt rahā hai aur bhī log hazāroñ haiñ ek tujhī ko be-mehrī kā detā kyuuñ ilzām hai chāñd 
vo jo terā daaġh ġhulāmī māthe par liye phirtā hai us kā naam to 'inshā' Thahrā nāhaq ko badnām hai chāñd 
ham se bhī do bāteñ kar le kaisī bhīgī shaam hai chāñd sab kuchh sun le aap na bole terā ḳhuub nizām hai chāñd 
ham is lambe-chauḌe ghar meñ shab ko tanhā hote haiñ dekh kisī din aa mil ham se ham ko tujh se kaam hai chāñd 
apne dil ke mashriq-o-maġhrib us ke ruḳh se munavvar haiñ be-shak terā ruup bhī kāmil be-shak tū bhī tamām hai chāñd 
tujh ko to har shaam falak par ghaTtā-baḌhtā dekhte haiñ us ko dekh ke iid kareñge apnā aur islām hai chāñd 
ai dil walo ghar se niklo deta dawat-e-am hai chand shahron shahron qariyon qariyon wahshat ka paigham hai chand 
tu bhi hare dariche wali aa ja bar-sar-e-baam hai chand har koi jag mein KHud sa DhunDe tujh bin base aaram hai chand 
sakhiyon se kab sakhiyan apne ji ke bhed chhupati hain hum se nahin to us se kah de karta kahan kalam hai chand 
jis jis se use rabt raha hai aur bhi log hazaron hain ek tujhi ko be-mehri ka deta kyun ilzam hai chand 
wo jo tera dagh ghulami mathe par liye phirta hai us ka nam to 'insha' Thahra nahaq ko badnam hai chand 
hum se bhi do baaten kar le kaisi bhigi sham hai chand sab kuchh sun le aap na bole tera KHub nizam hai chand 
hum is lambe-chauDe ghar mein shab ko tanha hote hain dekh kisi din aa mil hum se hum ko tujh se kaam hai chand 
apne dil ke mashriq-o-maghrib us ke ruKH se munawwar hain be-shak tera rup bhi kaamil be-shak tu bhi tamam hai chand 
tujh ko to har sham falak par ghaTta-baDhta dekhte hain us ko dekh ke id karenge apna aur islam hai chand "
Mustafa Zaidi,"''zabān-e-ġhair se kyā sharh-e-ārzū karte'' vo ḳhud agar kahīñ miltā to guftugū karte 
vo zaḳhm jis ko kiyā nok-e-āftāb se chaak usī ko sozan-e-mahtāb se rafū karte 
savād-e-dil meñ lahū kā surāġh bhī na milā kise imaam banāte kahāñ vazū karte 
vo ik tilism thā qurbat meñ us ke umr kaTī gale lagā ke use us kī aarzū karte 
halaf uThā.e haiñ majbūriyoñ ne jis ke liye use bhī log kisī roz qibla-rū karte 
junūñ ke saath bhī rasmeñ ḳhirad ke saath bhī qaid kise rafīq banāte kise adū karte 
hijāb uThā diye ḳhud hī nigār-ḳhānoñ ne hameñ dimāġh kahāñ thā ki aarzū karte 
zaban-e-ghair se kya sharh-e-arzu karte wo KHud agar kahin milta to guftugu karte 
wo zaKHm jis ko kiya nok-e-aftab se chaak usi ko sozan-e-mahtab se rafu karte 
sawad-e-dil mein lahu ka suragh bhi na mila kise imam banate kahan wazu karte 
wo ek tilism tha qurbat mein us ke umr kaTi gale laga ke use us ki aarzu karte 
halaf uThae hain majburiyon ne jis ke liye use bhi log kisi roz qibla-ru karte 
junun ke sath bhi rasmen KHirad ke sath bhi qaid kise rafiq banate kise adu karte 
hijab uTha diye KHud hi nigar-KHanon ne hamein dimagh kahan tha ki aarzu karte "
Mustafa Zaidi,"qadam qadam pe tamannā-e-iltifāt to dekh zavāl-e-ishq meñ saudāgaroñ kā haat to dekh 
bas ek ham the jo thoḌā sā sar uThā ke chale isī ravish pe raqīboñ ke vāqi.āt to dekh 
ġham-e-hayāt meñ hāzir huuñ lekin ek zarā nigār-e-shahr se mere ta.alluqāt to dekh 
ḳhud apnī aañch meñ jaltā hai chāñdnī kā badan kisī ke narm ḳhunuk gesuoñ kī raat to dekh 
atā kyā dil-e-muztar to sī diye mere hoñT ḳhudā-e-kaun-o-makāñ ke tavahhumāt to dekh 
gunāh meñ bhī baḌe ma.arifat ke mauqe haiñ kabhī kabhī use be-ḳhadsha-e-najāt to dekh 
qadam qadam pe tamanna-e-iltifat to dekh zawal-e-ishq mein saudagaron ka hat to dekh 
bas ek hum the jo thoDa sa sar uTha ke chale isi rawish pe raqibon ke waqiat to dekh 
gham-e-hayat mein hazir hun lekin ek zara nigar-e-shahr se mere talluqat to dekh 
KHud apni aanch mein jalta hai chandni ka badan kisi ke narm KHunuk gesuon ki raat to dekh 
ata kya dil-e-muztar to si diye mere honT KHuda-e-kaun-o-makan ke tawahhumat to dekh 
gunah mein bhi baDe marifat ke mauqe hain kabhi kabhi use be-KHadsha-e-najat to dekh "
Insha Allah Khan Insha,"dekhnā jab mujhe kar shaan ye gaalī denā kis se tum sīkhe ho har aan ye gaalī denā 
iḳhtilāt aap se aur mujh se kahāñ kā aisā vaah jī jaan na pahchān ye gaalī denā 
ab to nādāñ ho sunā chāho so pyāre kah lo par tumheñ hovegā nuqsān ye gaalī denā 
āḳhirash hogī jo un par to kise bhāvegā chand roz aur hī mehmān ye gaalī denā 
tohmat-e-bosa abas detī ho manzūr jo ho kar ke be-fā.eda bohtān ye gaalī denā 
dījiye dījiye hai ain sa.ādat apnī āshiqoñ par to hai ehsān ye gaalī denā 
tere ġhussa se jo 'inshā' ho ḳhafā nāhaq hai haañ tujhe chāhiye nādān ye gaalī denā 
dekhna jab mujhe kar shan ye gali dena kis se tum sikhe ho har aan ye gali dena 
iKHtilat aap se aur mujh se kahan ka aisa wah ji jaan na pahchan ye gali dena 
ab to nadan ho suna chaho so pyare kah lo par tumhein howega nuqsan ye gali dena 
aaKHirash hogi jo un par to kise bhawega chand roz aur hi mehman ye gali dena 
tohmat-e-bosa abas deti ho manzur jo ho kar ke be-faeda bohtan ye gali dena 
dijiye dijiye hai ain saadat apni aashiqon par to hai ehsan ye gali dena 
tere ghussa se jo 'insha' ho KHafa nahaq hai han tujhe chahiye nadan ye gali dena "
Arzoo Lakhnavi,"jahāñ ki hai jurm ek nigāh karnā vahīñ hai gunah pe DaT ke gunāh karnā 
butoñ se baḌhā ke mel nibāh karnā jahāñ ke safed ko he siyāh karnā 
sikhāyā hai mujh ko is mirī be-kasī ne usī ko sitam kā us ke gavāh karnā 
lubhāne se dil ke thā to ye mudda.ā thā ġharīb kī zindagī ko tabāh karnā 
yahī to hai haañ yahī vo adā-e-ma.asūm alag huī jo sikhā ke gunāh karnā 
jafā se bhī leñ maza na vafā kā kyūñkar hameñ to har ik tarah hai nibāh karnā 
ye kahtā hai chashm-e-hosh-rubā kā jaadū tujhe tire haath se hai tabāh karnā 
tirī nazar se sīkhā hai āh-e-dil ne jigar meñ shigāf Daal ke raah karnā 
nazar meñ nazar gaḌā.e hai yuuñ vo zālim ki 'ārzū' ab kaThin hai ik aah karnā 
jahan ki hai jurm ek nigah karna wahin hai gunah pe DaT ke gunah karna 
buton se baDha ke mel nibah karna jahan ke safed ko he siyah karna 
sikhaya hai mujh ko is meri be-kasi ne usi ko sitam ka us ke gawah karna 
lubhane se dil ke tha to ye muddaa tha gharib ki zindagi ko tabah karna 
yahi to hai han yahi wo ada-e-masum alag hui jo sikha ke gunah karna 
jafa se bhi len maza na wafa ka kyunkar hamein to har ek tarah hai nibah karna 
ye kahta hai chashm-e-hosh-ruba ka jadu tujhe tere hath se hai tabah karna 
teri nazar se sikha hai aah-e-dil ne jigar mein shigaf Dal ke rah karna 
nazar mein nazar gaDae hai yun wo zalim ki 'arzu' ab kaThin hai ek aah karna "
Arzoo Lakhnavi,"ayaañ hai be-ruḳhī chitvan se aur ġhussa nigāhoñ se payām-e-ḳhāmushī aur vo bhī do do nashr-gāhoñ se 
vabāl-e-jāñ hai aisī zindagī jis meñ talātum ho miTā luuñ hausle phir tauba kar lūñgā gunāhoñ se 
fazā mahdūd kab hai ai dil-e-vahshī falak kaisā nilāhaT hai nazar kī dekhte haiñ jo nigāhoñ se 
haqīqat meñ nigāhoñ se koī manzil nahīñ bachtī guzarte dekhe haiñ gosha-nashīñ tak shāh-rāhoñ se 
tahī-dastān-e-qismat ko na lenā thā na denā thā hisāb-e-zindagī kyā hai ye pūchho bādshāhoñ se 
hameñ to jalte dil kī raushnī meñ aage baḌhnā hai haTā do qumqume bijlī ke nā-hamvār rāhoñ se 
mire nāloñ ke sab shākī koī un ko nahīñ kahtā khurachte rahte haiñ jo zaḳhm-e-dil ḳhūnī nigāhoñ se 
pilā do zahr-e-ġham dil ko na chhoḌe gar havas-kārī gunah vo ek achchhā jo bachā le sau gunāhoñ se 
hamīñ kuchh 'ārzū' pher un kī bātoñ kā samajhte haiñ jo haq-poshī meñ sach ko jhuuT karte haiñ gavāhoñ se 
ayan hai be-ruKHi chitwan se aur ghussa nigahon se payam-e-KHamushi aur wo bhi do do nashr-gahon se 
wabaal-e-jaan hai aisi zindagi jis mein talatum ho miTa lun hausle phir tauba kar lunga gunahon se 
faza mahdud kab hai ai dil-e-wahshi falak kaisa nilahaT hai nazar ki dekhte hain jo nigahon se 
haqiqat mein nigahon se koi manzil nahin bachti guzarte dekhe hain gosha-nashin tak shah-rahon se 
tahi-dastan-e-qismat ko na lena tha na dena tha hisab-e-zindagi kya hai ye puchho baadshahon se 
hamein to jalte dil ki raushni mein aage baDhna hai haTa do qumqume bijli ke na-hamwar rahon se 
mere nalon ke sab shaki koi un ko nahin kahta khurachte rahte hain jo zaKHm-e-dil KHuni nigahon se 
pila do zahr-e-gham dil ko na chhoDe gar hawas-kari gunah wo ek achchha jo bacha le sau gunahon se 
hamin kuchh 'arzu' pher un ki baaton ka samajhte hain jo haq-poshi mein sach ko jhuT karte hain gawahon se "
Insha Allah Khan Insha,"bañk kī jalva-garī par ġhash huuñ ya.anī us sabz parī par ġhash huuñ 
garche duniyā ke hunar haiñ lekin apne maiñ be-hunarī par ġhash huuñ 
barq kī tarah na taḌpūñ kyūñkar terī poshāk-e-zarī par ġhash huuñ 
us kī pishvāz kī se laa.ī baas us kī maiñ god-bharī par ġhash huuñ 
ġhash nasīm-e-saharī hai mujh par maiñ nasīm-e-saharī par ġhash huuñ 
use kuchh ho na sakā 'inshā' maiñ aah kī be-asarī par ġhash huuñ 
bank ki jalwa-gari par ghash hun yani us sabz pari par ghash hun 
garche duniya ke hunar hain lekin apne main be-hunari par ghash hun 
barq ki tarah na taDpun kyunkar teri poshak-e-zari par ghash hun 
us ki pishwaz ki se lai bas us ki main god-bhari par ghash hun 
ghash nasim-e-sahari hai mujh par main nasim-e-sahari par ghash hun 
use kuchh ho na saka 'insha' main aah ki be-asari par ghash hun "
Poet,Poetry Text
Faiz Ahmad Faiz,"donoñ jahān terī mohabbat meñ haar ke vo jā rahā hai koī shab-e-ġham guzār ke 
vīrāñ hai mai-kada ḳhum-o-sāġhar udaas haiñ tum kyā ga.e ki ruuTh ga.e din bahār ke 
ik fursat-e-gunāh milī vo bhī chaar din dekhe haiñ ham ne hausle parvardigār ke 
duniyā ne terī yaad se begāna kar diyā tujh se bhī dil-fareb haiñ ġham rozgār ke 
bhūle se muskurā to diye the vo aaj 'faiz' mat pūchh valvale dil-e-nā-kardā-kār ke 
donon jahan teri mohabbat mein haar ke wo ja raha hai koi shab-e-gham guzar ke 
viran hai mai-kada KHum-o-saghar udas hain tum kya gae ki ruTh gae din bahaar ke 
ek fursat-e-gunah mili wo bhi chaar din dekhe hain hum ne hausle parwardigar ke 
duniya ne teri yaad se begana kar diya tujh se bhi dil-fareb hain gham rozgar ke 
bhule se muskura to diye the wo aaj 'faiz' mat puchh walwale dil-e-na-karda-kar ke "
Hasrat Mohani,"chupke chupke raat din aañsū bahānā yaad hai ham ko ab tak āshiqī kā vo zamānā yaad hai 
bā-hazārāñ iztirāb o sad-hazārāñ ishtiyāq tujh se vo pahle-pahal dil kā lagānā yaad hai 
baar baar uThnā usī jānib nigāh-e-shauq kā aur tirā ġhurfe se vo āñkheñ laḌānā yaad hai 
tujh se kuchh milte hī vo bebāk ho jaanā mirā aur tirā dāñtoñ meñ vo uñglī dabānā yaad hai 
khīñch lenā vo mirā parde kā konā daf.atan aur dupaTTe se tirā vo muñh chhupānā yaad hai 
jaan kar sotā tujhe vo qasd-e-pā-bosī mirā aur tirā Thukrā ke sar vo muskurānā yaad hai 
tujh ko jab tanhā kabhī paanā to az-rāh-e-lihāz hāl-e-dil bātoñ hī bātoñ meñ jatānā yaad hai 
jab sivā mere tumhārā koī dīvāna na thā sach kaho kuchh tum ko bhī vo kār-ḳhānā yaad hai 
ġhair kī nazroñ se bach kar sab kī marzī ke ḳhilāf vo tirā chorī-chhupe rātoñ ko aanā yaad hai 
aa gayā gar vasl kī shab bhī kahīñ zikr-e-firāq vo tirā ro ro ke mujh ko bhī rulānā yaad hai 
dopahar kī dhuup meñ mere bulāne ke liye vo tirā koThe pe nañge paañv aanā yaad hai 
aaj tak nazroñ meñ hai vo sohbat-e-rāz-o-niyāz apnā jaanā yaad hai terā bulānā yaad hai 
mīThī mīThī chheḌ kar bāteñ nirālī pyaar kī zikr dushman kā vo bātoñ meñ uḌānā yaad hai 
dekhnā mujh ko jo bargashta to sau sau naaz se jab manā lenā to phir ḳhud ruuTh jaanā yaad hai 
chorī chorī ham se tum aa kar mile the jis jagah muddateñ guzrīñ par ab tak vo Thikānā yaad hai 
shauq meñ mehñdī ke vo be-dast-o-pā honā tirā aur mirā vo chheḌnā vo gudgudānā yaad hai 
bāvajūd-e-iddi.ā-e-ittiqā 'hasrat' mujhe aaj tak ahd-e-havas kā vo fasānā yaad hai 
chupke chupke raat din aansu bahana yaad hai hum ko ab tak aashiqi ka wo zamana yaad hai 
ba-hazaran iztirab o sad-hazaran ishtiyaq tujh se wo pahle-pahal dil ka lagana yaad hai 
bar bar uThna usi jaanib nigah-e-shauq ka aur tera ghurfe se wo aankhen laDana yaad hai 
tujh se kuchh milte hi wo bebak ho jaana mera aur tera danton mein wo ungli dabana yaad hai 
khinch lena wo mera parde ka kona dafatan aur dupaTTe se tera wo munh chhupana yaad hai 
jaan kar sota tujhe wo qasd-e-pa-bosi mera aur tera Thukra ke sar wo muskurana yaad hai 
tujh ko jab tanha kabhi pana to az-rah-e-lihaz haal-e-dil baaton hi baaton mein jatana yaad hai 
jab siwa mere tumhaara koi diwana na tha sach kaho kuchh tum ko bhi wo kar-KHana yaad hai 
ghair ki nazron se bach kar sab ki marzi ke KHilaf wo tera chori-chhupe raaton ko aana yaad hai 
aa gaya gar wasl ki shab bhi kahin zikr-e-firaq wo tera ro ro ke mujh ko bhi rulana yaad hai 
dopahar ki dhup mein mere bulane ke liye wo tera koThe pe nange panw aana yaad hai 
aaj tak nazron mein hai wo sohbat-e-raaz-o-niyaz apna jaana yaad hai tera bulana yaad hai 
miThi miThi chheD kar baaten nirali pyar ki zikr dushman ka wo baaton mein uDana yaad hai 
dekhna mujh ko jo bargashta to sau sau naz se jab mana lena to phir KHud ruTh jaana yaad hai 
chori chori hum se tum aa kar mile the jis jagah muddaten guzrin par ab tak wo Thikana yaad hai 
shauq mein mehndi ke wo be-dast-o-pa hona tera aur mera wo chheDna wo gudgudana yaad hai 
bawajud-e-iddia-e-ittiqa 'hasrat' mujhe aaj tak ahd-e-hawas ka wo fasana yaad hai "
Faiz Ahmad Faiz,"aa.e kuchh abr kuchh sharāb aa.e is ke ba.ad aa.e jo azaab aa.e 
bām-e-mīnā se māhtāb utre dast-e-sāqī meñ āftāb aa.e 
har rag-e-ḳhūñ meñ phir charāġhāñ ho sāmne phir vo be-naqāb aa.e 
umr ke har varaq pe dil kī nazar terī mehr-o-vafā ke baab aa.e 
kar rahā thā ġham-e-jahāñ kā hisāb aaj tum yaad be-hisāb aa.e 
na ga.ī tere ġham kī sardārī dil meñ yuuñ roz inqalāb aa.e 
jal uThe bazm-e-ġhair ke dar-o-bām jab bhī ham ḳhānumāñ-ḳharāb aa.e 
is tarah apnī ḳhāmushī gūñjī goyā har samt se javāb aa.e 
'faiz' thī raah sar-ba-sar manzil ham jahāñ pahuñche kāmyāb aa.e 
aae kuchh abr kuchh sharab aae is ke baad aae jo azab aae 
baam-e-mina se mahtab utre dast-e-saqi mein aaftab aae 
har rag-e-KHun mein phir charaghan ho samne phir wo be-naqab aae 
umr ke har waraq pe dil ki nazar teri mehr-o-wafa ke bab aae 
kar raha tha gham-e-jahan ka hisab aaj tum yaad be-hisab aae 
na gai tere gham ki sardari dil mein yun roz inqalab aae 
jal uThe bazm-e-ghair ke dar-o-baam jab bhi hum KHanuman-KHarab aae 
is tarah apni KHamushi gunji goya har samt se jawab aae 
'faiz' thi rah sar-ba-sar manzil hum jahan pahunche kaamyab aae "
Hasrat Mohani,"dekhnā bhī to unheñ duur se dekhā karnā sheva-e-ishq nahīñ husn ko rusvā karnā 
ik nazar bhī tirī kaafī thī pa-e-rāhat-e-jāñ kuchh bhī dushvār na thā mujh ko shakebā karnā 
un ko yaañ vaade pe aa lene de ai abr-e-bahār jis qadar chāhnā phir baad meñ barsā karnā 
shaam ho yā ki sahar yaad unhīñ kī rakhnī din ho yā raat hameñ zikr unhīñ kā karnā 
saum zāhid ko mubārak rahe aabid ko salāt āsiyoñ ko tirī rahmat pe bharosā karnā 
āshiqo husn-e-jafākār kā shikva hai gunāh tum ḳhabardār ḳhabardār na aisā karnā 
kuchh samajh meñ nahīñ aatā ki ye kyā hai 'hasrat' un se mil kar bhī na iz.hār-e-tamannā karnā 
dekhna bhi to unhen dur se dekha karna shewa-e-ishq nahin husn ko ruswa karna 
ek nazar bhi teri kafi thi pa-e-rahat-e-jaan kuchh bhi dushwar na tha mujh ko shakeba karna 
un ko yan wade pe aa lene de ai abr-e-bahaar jis qadar chahna phir baad mein barsa karna 
sham ho ya ki sahar yaad unhin ki rakhni din ho ya raat hamein zikr unhin ka karna 
saum zahid ko mubarak rahe aabid ko salat aasiyon ko teri rahmat pe bharosa karna 
aashiqo husn-e-jafakar ka shikwa hai gunah tum KHabardar KHabardar na aisa karna 
kuchh samajh mein nahin aata ki ye kya hai 'hasrat' un se mil kar bhi na izhaar-e-tamanna karna "
Habib Jalib,"apnoñ ne vo ranj diye haiñ begāne yaad aate haiñ dekh ke us bastī kī hālat vīrāne yaad aate haiñ 
us nagrī meñ qadam qadam pe sar ko jhukānā paḌtā hai us nagrī meñ qadam qadam par but-ḳhāne yaad aate haiñ 
āñkheñ pur-nam ho jaatī haiñ ġhurbat ke sahrāoñ meñ jab us rim-jhim kī vaadī ke afsāne yaad aate haiñ 
aise aise dard mile haiñ na.e dayāroñ meñ ham ko bichhḌe hue kuchh log purāne yārāne yaad aate haiñ 
jin ke kāran aaj hamāre haal pe duniyā hañstī hai kitne zālim chehre jaane pahchāne yaad aate haiñ 
yuuñ na luTī thī galiyoñ daulat apne ashkoñ kī rote haiñ to ham ko apne ġham-ḳhāne yaad aate haiñ 
koī to parcham le kar nikle apne garebāñ kā 'jālib' chāroñ jānib sannāTā hai dīvāne yaad aate haiñ 
apnon ne wo ranj diye hain begane yaad aate hain dekh ke us basti ki haalat virane yaad aate hain 
us nagri mein qadam qadam pe sar ko jhukana paDta hai us nagri mein qadam qadam par but-KHane yaad aate hain 
aankhen pur-nam ho jati hain ghurbat ke sahraon mein jab us rim-jhim ki wadi ke afsane yaad aate hain 
aise aise dard mile hain nae dayaron mein hum ko bichhDe hue kuchh log purane yarane yaad aate hain 
jin ke karan aaj hamare haal pe duniya hansti hai kitne zalim chehre jaane pahchane yaad aate hain 
yun na luTi thi galiyon daulat apne ashkon ki rote hain to hum ko apne gham-KHane yaad aate hain 
koi to parcham le kar nikle apne gareban ka 'jalib' chaaron jaanib sannaTa hai diwane yaad aate hain "
Habib Jalib,"dil par jo zaḳhm haiñ vo dikhā.eñ kisī ko kyā apnā sharīk-e-dard banā.eñ kisī ko kyā 
har shaḳhs apne apne ġhamoñ meñ hai mubtalā zindāñ meñ apne saath rulā.eñ kisī ko kyā 
bichhḌe hue vo yaar vo chhoḌe hue dayār rah rah ke ham ko yaad jo aa.eñ kisī ko kyā 
rone ko apne haal pe tanhā.ī hai bahut us anjuman meñ ḳhud pe hañsā.eñ kisī ko kyā 
vo baat chheḌ jis meñ jhalaktā ho sab kā ġham yādeñ kisī kī tujh ko satā.eñ kisī ko kyā 
so.e hue haiñ log to hoñge sukūn se ham jāgne kā rog lagā.eñ kisī ko kyā 
'jālib' na aa.egā koī ahvāl pūchhne deñ shahr-e-be-hisāñ meñ sadā.eñ kisī ko kyā 
dil par jo zaKHm hain wo dikhaen kisi ko kya apna sharik-e-dard banaen kisi ko kya 
har shaKHs apne apne ghamon mein hai mubtala zindan mein apne sath rulaen kisi ko kya 
bichhDe hue wo yar wo chhoDe hue dayar rah rah ke hum ko yaad jo aaen kisi ko kya 
rone ko apne haal pe tanhai hai bahut us anjuman mein KHud pe hansaen kisi ko kya 
wo baat chheD jis mein jhalakta ho sab ka gham yaaden kisi ki tujh ko sataen kisi ko kya 
soe hue hain log to honge sukun se hum jagne ka rog lagaen kisi ko kya 
'jalib' na aaega koi ahwal puchhne den shahr-e-be-hisan mein sadaen kisi ko kya "
Bismil Azimabadi,"ḳhizāñ jab tak chalī jaatī nahīñ hai chaman vāloñ ko niiñd aatī nahīñ hai 
jafā jab tak ki chauñkātī nahīñ hai mohabbat hosh meñ aatī nahīñ hai 
jo rotā huuñ to hañstā hai zamāna jo sotā huuñ to niiñd aatī nahīñ hai 
tumhārī yaad ko allāh rakkhe jab aatī hai to phir jaatī nahīñ hai 
kalī bulbul se shoḳhī kar rahī hai zarā phūloñ se sharmātī nahīñ hai 
jahāñ mai-kash bhī jaa.eñ Darte Darte vahāñ vaa.iz ko sharm aatī nahīñ hai 
nahīñ miltī to hañgāme haiñ kyā kyā jo miltī hai to pī jaatī nahīñ hai 
javānī kī kahānī dāvar-e-hashr sar-e-mahfil kahī jaatī nahīñ hai 
kahāñ tak shaiḳh ko samjhā.iyegā burī aadat kabhī jaatī nahīñ hai 
ghaḌī bhar ko jo bahlā.e mirā dil koī aisī ghaḌī aatī nahīñ hai 
hañsī 'bismil' kī hālat par kisī ko kabhī aatī thī ab aatī nahīñ hai 
KHizan jab tak chali jati nahin hai chaman walon ko nind aati nahin hai 
jafa jab tak ki chaunkati nahin hai mohabbat hosh mein aati nahin hai 
jo rota hun to hansta hai zamana jo sota hun to nind aati nahin hai 
tumhaari yaad ko allah rakkhe jab aati hai to phir jati nahin hai 
kali bulbul se shoKHi kar rahi hai zara phulon se sharmati nahin hai 
jahan mai-kash bhi jaen Darte Darte wahan waiz ko sharm aati nahin hai 
nahin milti to hangame hain kya kya jo milti hai to pi jati nahin hai 
jawani ki kahani dawar-e-hashr sar-e-mahfil kahi jati nahin hai 
kahan tak shaiKH ko samjhaiyega buri aadat kabhi jati nahin hai 
ghaDi bhar ko jo bahlae mera dil koi aisi ghaDi aati nahin hai 
hansi 'bismil' ki haalat par kisi ko kabhi aati thi ab aati nahin hai "
Bismil Azimabadi,"nigāh-e-qahr hogī yā mohabbat kī nazar hogī maza de jā.egī dil se agar ai sīm-bar hogī 
tumheñ jaldī hai kyā jaanā abhī to raat baaqī hai na ghabrāo zarā Thahro koī dam meñ sahar hogī 
abhī se saare aalam meñ to ik andher barpā hai na jaane kyā ġhazab Dhā.egī jab ye tā-kamar hogī 
na lā.egī to kyā bechain bhī un ko na kar degī hamārī aah kyā kam-baḳht itnī be-asar hogī 
ham us ko dekh leñge aur vo ham ko na dekhegī nigāh-e-yār kyā mahfil meñ itnī be-ḳhabar hogī 
chalā jaatā to huuñ maiñ bahrūp ban kar un kī mahfil meñ kahūñgā kyā rasā.ī gar kahīñ muñh dekh kar hogī 
nigāh-e-lutf se dekhegā mujh ko ik jahāñ to kyā agar tum dekh loge merī qismat arsh par hogī 
asīrī meñ bhī yād-e-gul karegī is tarah bulbul qafas ke dar pe sar hogā, su-e-gulshan nazar hogī 
jo be-jurmī pe bhī 'bismil' ko tum ne kar diyā bismil batāoge bhalā kyā hashr meñ pursish agar hogī 
nigah-e-qahr hogi ya mohabbat ki nazar hogi maza de jaegi dil se agar ai sim-bar hogi 
tumhein jaldi hai kya jaana abhi to raat baqi hai na ghabrao zara Thahro koi dam mein sahar hogi 
abhi se sare aalam mein to ek andher barpa hai na jaane kya ghazab Dhaegi jab ye ta-kamar hogi 
na laegi to kya bechain bhi un ko na kar degi hamari aah kya kam-baKHt itni be-asar hogi 
hum us ko dekh lenge aur wo hum ko na dekhegi nigah-e-yar kya mahfil mein itni be-KHabar hogi 
chala jata to hun main bahrup ban kar un ki mahfil mein kahunga kya rasai gar kahin munh dekh kar hogi 
nigah-e-lutf se dekhega mujh ko ek jahan to kya agar tum dekh loge meri qismat arsh par hogi 
asiri mein bhi yaad-e-gul karegi is tarah bulbul qafas ke dar pe sar hoga, su-e-gulshan nazar hogi 
jo be-jurmi pe bhi 'bismil' ko tum ne kar diya bismil bataoge bhala kya hashr mein pursish agar hogi "
